"","year","state","n_counties","state_total_count","countystat","1st_quantile","3rd_quantile","max","mean","median","minimum","var","sd","state_avg_income","state_p_farm_income","state_poverty_count","state_poverty_rate","state_empl_count","state_empl_rate","violent_crime","state_vcrime_rate","property_crime","state_pcrime_rate"
"34","2013","AZ",15,6333794,"poverty_rate",0.1688,0.2264,0.362,0.2127,0.1945,0.1562,0.00337849082277243,0.0581247866471132,36664,0.0446370777322727,1131901,0.178708211855327,3371219,0.532259022001663,27576,0.00435378858232522,223294,0.0352543830759257
"35","2013","AZ",15,6333794,"poverty_count",11793,38124,639233,75460,29171,1366,26260631568.6381,162051.323871908,36664,0.0446370777322727,1131901,0.178708211855327,3371219,0.532259022001663,27576,0.00435378858232522,223294,0.0352543830759257
"36","2013","AZ",15,6333794,"total_count",49592,201660,3839010,422253,121476,8522,948948836963.638,974140.049974149,36664,0.0446370777322727,1131901,0.178708211855327,3371219,0.532259022001663,27576,0.00435378858232522,223294,0.0352543830759257
"37","2013","CA",58,36913423,"empl_count",20371,283275,5899070,367586,90208,1059,732160470929.722,855663.76043965,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"38","2013","CA",58,36913423,"farm_income",12884,253766,1427899,228299,61150,-15354,116501579872.35,341323.277659684,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"39","2013","CA",58,36913423,"income",35236,50137,98203,44662,40050,29718,207018433.352692,14388.1351589666,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"40","2013","CA",58,36913423,"nonfarm_income",132011,2837857,67111630,3431908,735708,4815,87812416006986.3,9370827.92537491,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"41","2013","CA",58,36913423,"p_farm_income",0.01153,0.4473,3.2619,0.39517,0.1477,-0.09684,0.440466587280846,0.663676568277686,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"42","2013","CA",58,36913423,"empl_rate",0.4336,0.5792,1.0116,0.5249,0.4915,0.3452,0.0181581306498178,0.134752108146099,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"43","2013","CA",58,36913423,"poverty_rate",0.12489,0.20252,0.26177,0.16428,0.16623,0.07599,0.00242042243557003,0.049197788929687,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"44","2013","CA",58,36913423,"poverty_count",6832,100748,1737220,101473,30712,184,58819024495.2526,242526.337735209,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"45","2013","CA",58,36913423,"total_count",46052,636712,9738370,636438,177462,1110,1980171978050.82,1407185.83635951,49173,0.0665224826007735,5885413,0.159438288884778,21319995,0.577567542300263,154739,0.00419194394407693,1018907,0.0276026149078616
"46","2013","CO",64,5002589,"empl_count",3117,24066,581852,52440,7899,510,12672597081.8966,112572.630252191,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"47","2013","CO",64,5002589,"farm_income",-1276.5,11952.8,228649,11527.4,269.5,-9629,1141245787.17063,33782.3295107166,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"48","2013","CO",64,5002589,"income",34610,50543,102940,42602,39642,18493,168208570.958085,12969.5247005465,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"49","2013","CO",64,5002589,"nonfarm_income",20751,154380,8907071,407122,51896,2463,1467948056486.57,1211589.06254826,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"50","2013","CO",64,5002589,"p_farm_income",-0.0107115,0.2719262,2.225468,0.2803298,0.0005772,-0.7124594,0.366961294725037,0.605773303080482,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"51","2013","CO",64,5002589,"empl_rate",0.5329,0.7485,1.363,0.6638,0.6223,0.3268,0.0381747726249443,0.195383654958505,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"52","2013","CO",64,5002589,"poverty_rate",0.10208,0.17732,0.29063,0.14207,0.14134,0.03852,0.00304511293741541,0.0551825419622493,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"53","2013","CO",64,5002589,"poverty_count",790.8,5039.8,116284,10326.2,1593.5,41,480748703.467262,21925.9823831741,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"54","2013","CO",64,5002589,"total_count",4550,36724,615640,78166,14400,659,24863428261.6803,157681.413811775,47308,0.0283144331471639,660874,0.132106395308509,3356175,0.670887614393267,16099,0.00321813365039583,139974,0.0279803117945528
"55","2013","CT",8,3473255,"empl_count",88186,529282,639196,280820,131231,53569,68806535656.125,262309.999153911,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"56","2013","CT",8,3473255,"farm_income",3404,14752,18820,9982,12074,-250,55630424.8392857,7458.58061827354,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"57","2013","CT",8,3473255,"income",48768,56028,97462,56645,52383,40077,303315624.5,17415.9589026846,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"58","2013","CT",8,3473255,"nonfarm_income",862657,3918722,13818501,3338940,1233782,329731,20550044917918.2,4533215.73697064,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"59","2013","CT",8,3473255,"p_farm_income",0.00110992,0.01552264,0.03558962,0.01065022,0.00697957,-0.00005017,0.000156270221246441,0.0125008088236898,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"60","2013","CT",8,3473255,"empl_rate",0.5072,0.6517,0.7337,0.5895,0.596,0.4614,0.0101752432634737,0.100872410814225,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"61","2013","CT",8,3473255,"poverty_rate",0.06507,0.11456,0.12389,0.09072,0.08919,0.06375,0.000623587290928587,0.0249717298345266,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"62","2013","CT",8,3473255,"poverty_count",11529,87455,103599,44294,17858,8950,1874781356.28571,43298.7454354709,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"63","2013","CT",8,3473255,"total_count",154352,844827,908123,434157,223805,113459,133486834789.554,365358.501734329,63637,0.00298968362791158,354348,0.102021878612426,2246561,0.646817178698368,9439,0.00271762367001559,71274,0.020520808290782
"64","2013","DC",1,585525,"empl_count",848226,848226,848226,848226,848226,848226,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"65","2013","DC",1,585525,"farm_income",0,0,0,0,0,0,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"66","2013","DC",1,585525,"income",68249,68249,68249,68249,68249,68249,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"67","2013","DC",1,585525,"nonfarm_income",5447205,5447205,5447205,5447205,5447205,5447205,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"68","2013","DC",1,585525,"p_farm_income",0,0,0,0,0,0,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"69","2013","DC",1,585525,"empl_rate",1.449,1.449,1.449,1.449,1.449,1.449,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"70","2013","DC",1,585525,"poverty_rate",0.1865,0.1865,0.1865,0.1865,0.1865,0.1865,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"71","2013","DC",1,585525,"poverty_count",109200,109200,109200,109200,109200,109200,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"72","2013","DC",1,585525,"total_count",585525,585525,585525,585525,585525,585525,0,0,68249,0,109200,0.186499295504035,848226,1.44865889586269,8415,0.0143717176892532,31097,0.0531096024934887
"73","2013","DE",3,883004,"empl_count",93926,229106,356946,181599,101265,86586,23113796067,152032.220489605,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"74","2013","DE",3,883004,"farm_income",67314,182970,256392,130340,109548,25080,13700540784,117049.309199158,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"75","2013","DE",3,883004,"income",39324,44884,47336,41995,42431,36218,31045053,5571.80877274158,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"76","2013","DE",3,883004,"nonfarm_income",623418,1241064,1522464,923100,959665,287171,382489948381,618457.717536939,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"77","2013","DE",3,883004,"p_farm_income",0.14182,0.32432,0.38147,0.2217,0.26717,0.01647,0.0348563952821763,0.186698675094861,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"78","2013","DE",3,883004,"empl_rate",0.5275,0.6099,0.6787,0.5779,0.5411,0.5139,0.00780422563392977,0.0883415283653717,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"79","2013","DE",3,883004,"poverty_rate",0.1185,0.1318,0.1341,0.1237,0.1295,0.1074,0.000203084596238563,0.0142507752855262,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"80","2013","DE",3,883004,"poverty_count",23570,41456,56494,34544,26419,20720,369460550.333333,19221.3566205233,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"81","2013","DE",3,883004,"total_count",178534,361498,525936,294335,197061,160007,40572632930.3333,201426.495105121,44209,0.141198136713249,103633,0.117364134250807,544797,0.616981350027859,4633,0.00524686184887045,29001,0.0328435658275614
"82","2013","FL",67,18681569,"empl_count",8905,157249,1564249,157302,46808,2266,81721416571.5518,285869.579653995,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"83","2013","FL",67,18681569,"farm_income",517.5,33181.5,190130,20523.3,7543,-32147,1028102875.18227,32064.0433380176,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"84","2013","FL",67,18681569,"income",26888,38814,69184,34872,33244,18321,123133223.073722,11096.5410409606,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"85","2013","FL",67,18681569,"nonfarm_income",37306,560098,8558822,640645,215694,4851,1709389277562.52,1307436.14664829,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"86","2013","FL",67,18681569,"p_farm_income",0.003192,0.123632,3.27149,0.250226,0.026433,-0.238931,0.355583483207703,0.596308211588355,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"87","2013","FL",67,18681569,"empl_rate",0.3659,0.5721,0.7951,0.4611,0.4138,0.2395,0.0165221884875667,0.128538665340693,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"88","2013","FL",67,18681569,"poverty_rate",0.14306,0.21558,0.29631,0.18219,0.17334,0.09631,0.00236413556352139,0.0486223771891234,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"89","2013","FL",67,18681569,"poverty_count",4452,50132,498751,45564,18652,1510,6089960277.44867,78038.1975538176,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"90","2013","FL",67,18681569,"total_count",25030,310992,2502560,278829,96764,6716,200524978891.241,447800.155081752,40582,0.0320353891708926,3052807,0.163412773306139,10539255,0.564152561275769,91993,0.00492426519421361,607170,0.0325010174466609
"91","2013","GA",159,9542869,"empl_count",4057,23092,990115,34571,8918,447,10134558498.2644,100670.544342744,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"92","2013","GA",159,9542869,"farm_income",2060,18244,86598,14111,7790,-7706,304776762.706791,17457.8567615498,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"93","2013","GA",159,9542869,"income",27596,32170,63135,30676,29764,17564,37565724.6375289,6129.08840183668,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"94","2013","GA",159,9542869,"nonfarm_income",13535,83194,9558695,155729,30767,1203,615744196964.114,784693.696268878,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"95","2013","GA",159,9542869,"p_farm_income",0.04741,0.87138,5.92591,0.66489,0.27074,-0.22556,1.00901859051876,1.00449917397615,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"96","2013","GA",159,9542869,"empl_rate",0.3317,0.5018,2.1853,0.4353,0.4107,0.121,0.0379898131703615,0.194909756478124,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"97","2013","GA",159,9542869,"poverty_rate",0.17372,0.26576,0.44488,0.22057,0.22037,0.07599,0.00460323638353309,0.0678471545721196,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"98","2013","GA",159,9542869,"poverty_count",2555,10132,161757,10923,4246,523,441541913.985511,21012.8987525641,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"99","2013","GA",159,9542869,"total_count",10690,50848,918658,60018,21296,1745,16235182023.5613,127417.353698628,37404,0.0906095349630565,1736680,0.181987199027881,5496783,0.576009478910378,37519,0.00393162685142173,339808,0.0356085785102992
"100","2013","HI",3,1340061,"empl_count",71320,362565,625440,256027,99690,42950,103154515033.333,321176.76602353,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"101","2013","HI",3,1340061,"farm_income",1702,25422,30382,11262,20461,-17056,626052562.333333,25021.0423910223,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"102","2013","HI",3,1340061,"income",36242,43695,48577,40354,38813,33672,57320767,7571.04794595834,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"103","2013","HI",3,1340061,"nonfarm_income",318882,2023784,3647712,1428492,399857,237906,3700261197510.33,1923606.30002876,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"104","2013","HI",3,1340061,"p_farm_income",-0.033041,0.040796,0.075982,0.0033,0.005609,-0.071692,0.00545592841890108,0.073864256707159,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"105","2013","HI",3,1340061,"empl_rate",0.5917,0.6557,0.6694,0.6176,0.642,0.5415,0.00453721005540696,0.0673588157215295,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"106","2013","HI",3,1340061,"poverty_rate",0.10509,0.14749,0.18315,0.13111,0.11182,0.09836,0.00207636587509896,0.0455671578562781,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"107","2013","HI",3,1340061,"poverty_count",20600,62812,91904,44368,33720,7481,1866850984.33333,43207.0709992396,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"108","2013","HI",3,1340061,"total_count",125504,559214,934319,395109,184108,66900,221494996891,470632.549757239,44995,0.00673667932210352,149531,0.111585218881827,868122,0.647822748367425,3585,0.00267525135049822,45266,0.0337790593114791
"109","2013","IA",99,2963129,"empl_count",5929,15362,343159,20399,8853,2234,1688909364.71985,41096.3424737513,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
"110","2013","IA",99,2963129,"farm_income",40206,97256,345935,78638,66187,13231,2913879838.5603,53980.3653059175,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
"111","2013","IA",99,2963129,"income",39486,48462,57577,44113,43975,29417,35268702.8218924,5938.74589639028,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
"112","2013","IA",99,2963129,"nonfarm_income",34015,90043,1421532,102100,56806,13551,29882700758.9656,172866.135373489,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
"113","2013","IA",99,2963129,"p_farm_income",0.69867,2.05857,6.46574,1.55937,1.17923,0.01643,1.65555148306949,1.28668235515588,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
"114","2013","IA",99,2963129,"empl_rate",0.552,0.6892,0.8754,0.6231,0.6222,0.39,0.0111344309715539,0.105519813170579,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
"115","2013","IA",99,2963129,"poverty_rate",0.09518,0.13738,0.21195,0.11817,0.11452,0.06396,0.00105212448569446,0.0324364684528766,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
"116","2013","IA",99,2963129,"poverty_count",1163,2587,50853,3711,1568,442,44470469.5172129,6668.61826147013,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
"117","2013","IA",99,2963129,"total_count",10102,23662,429883,29931,15253,3901,2746484024.3657,52406.9081740728,43496,0.770205624260105,367414,0.123995276614687,2019480,0.681536308409117,8443,0.00284935282939082,67976,0.0229406144653169
